name,primary_main_genre,artist_count,macro_genre
salsa international,boogaloo,3,LATIN
grindcore,boston metal,1,METAL
icelandic pop,alternative pop,1,POP
teen pop,australian pop,3,POP
buffalo ny metal,buffalo ny metal,3,METAL
quebec indie,chamber pop,2,ROCK
eau claire indie,chamber pop,2,ROCK
seattle indie,chamber pop,2,ROCK
trap queen,hip pop,3,HIP HOP
uk funky,dance pop,2,ELECTRONIC
gauze pop,electropop,2,POP
danish alternative rock,danish alternative rock,1,ROCK
danish pop,danish pop,2,POP
instrumental math rock,djent,2,ROCK
indy indie,acoustic pop,2,ROCK
dutch indie,dutch indie,2,ROCK
dutch metal,dutch metal,2,METAL
glitch,brostep,1,ELECTRONIC
sacramento indie,alternative metal,2,ROCK
jawaiian,jawaiian,3,REGGAE
spanish pop rock,latin,4,POP
trancecore,metalcore,6,ELECTRONIC
soul flow,alternative hip hop,2,R&B
nz pop,nz pop,1,POP
aussietronica,aussietronica,3,ELECTRONIC
canadian electropop,canadian electropop,1,POP
electro latino,dance pop,1,LATIN
pop reggaeton,dance pop,1,POP
lgbtq+ hip hop,alternative r&b,4,HIP HOP
pittsburgh rap,hip hop,2,HIP HOP
k-hop,k-hop,1,POP
lds youth,anthem worship,1,OTHER
south african jazz,afrobeat,1,JAZZ
australian country,australian country,2,COUNTRY
urban contemporary,dance pop,79,R&B
classic italian pop,classic italian pop,3,POP
schlager,classic schlager,3,POP
scandipop,dance pop,2,POP
latin talent show,latin pop,2,LATIN
neo-rockabilly,neo-rockabilly,3,ROCK
afro r&b,NA,1,OTHER
afrobeats,NA,1,OTHER
afropiano,NA,1,OTHER
corrido,NA,1,OTHER
corridos bélicos,NA,1,OTHER
corridos tumbados,NA,1,OTHER
dance,NA,1,OTHER
electro corridos,NA,1,OTHER
melodic rap,NA,1,OTHER
midwest rap,NA,1,OTHER
musical theatre,NA,1,OTHER
música mexicana,NA,1,OTHER
ragga,NA,1,OTHER
sad sierreño,NA,1,OTHER
worship,anthem worship,61,R&B
traditional folk,alternative country,31,FOLK
tropical,latin,45,LATIN
vocal jazz,adult standards,51,JAZZ
yacht rock,album rock,20,ROCK
sleaze rock,glam metal,28,ROCK
thrash metal,alternative metal,9,METAL
viral pop,dance pop,18,POP
show tunes,broadway,19,POP
traditional blues,blues,15,BLUES
west coast trap,cali rap,14,HIP HOP
video game music,scorecore,8,CLASSICAL
vapor trap,rap,4,HIP HOP
zolo,art rock,11,AVANT-GARDE
christian trap,christian hip hop,11,HIP HOP
praise,contemporary gospel,7,R&B
vocal house,disco house,8,ELECTRONIC
underground power pop,jangle pop,9,POP
sunshine pop,sunshine pop,15,POP
uk post-punk,alternative rock,8,ROCK
wrestling,alternative metal,13,OTHER
southern gospel,country gospel,12,R&B
socal pop punk,pop punk,5,ROCK
smooth saxophone,smooth jazz,6,OTHER
regional mexican pop,banda,8,POP
shred,instrumental rock,3,OTHER
underground rap,abstract hip hop,7,HIP HOP
soca,dancehall,6,REGGAE
ska revival,dance rock,4,REGGAE
irish folk,celtic,7,FOLK
surf music,surf music,7,ROCK
vapor soul,alternative dance,3,R&B
straight edge,crossover thrash,2,ROCK
orchestra,orchestra,5,CLASSICAL
korean pop,k-pop,5,POP
southern soul blues,southern soul blues,4,R&B
symphonic metal,gothic metal,3,METAL
nu disco,alternative dance,6,ELECTRONIC
orchestral performance,orchestral performance,5,CLASSICAL
deep contemporary country,country dawn,5,COUNTRY
k-pop girl group,dance pop,3,POP
viking metal,finnish death metal,2,METAL
sertanejo universitario,funk carioca,3,LATIN
viral trap,atl hip hop,3,HIP HOP
samba,bossa nova,4,LATIN
space age pop,space age pop,5,POP
technical deathcore,deathcore,2,METAL
slayer,alternative metal,4,OTHER
vintage italian soundtrack,classic soundtrack,5,CLASSICAL
theme,classic soundtrack,5,OTHER
riddim,dancehall,5,ELECTRONIC
uk dance,dance pop,3,ELECTRONIC
post-disco soul,post-disco soul,3,ROCK
rumba,flamenco,5,LATIN
uplifting trance,big room,2,ELECTRONIC
texas pop punk,comic,1,ROCK
tejano,banda,3,LATIN
classify,classify,5,OTHER
twee pop,c86,3,POP
rare groove,rare groove,12,JAZZ
naija worship,gospel,4,R&B
k-pop boy group,k-pop,4,POP
new age piano,new age,4,NEW AGE
reggae rock,reggae rock,7,ROCK
uk metalcore,melodic metalcore,2,METAL
stomp pop,charlotte nc indie,1,POP
trap soul,alternative r&b,2,HIP HOP
strut,dance pop,3,OTHER
college a cappella,a cappella,3,OTHER
wonky,alternative hip hop,2,ELECTRONIC
swedish americana,alternative americana,1,COUNTRY
vancouver indie,alternative dance,1,ROCK
early modern classical,classical,2,CLASSICAL
j-rock,anime,2,ROCK
trap brasileiro,brazilian hip hop,2,HIP HOP
nova mpb,baile pop,1,LATIN
technical thrash,black thrash,1,METAL
brazilian house,brazilian edm,3,LATIN
ontario indie,canadian indie,3,ROCK
swedish singer-songwriter,chamber pop,3,FOLK
french rock,chanson,3,ROCK
lo-fi beats,chillhop,3,ELECTRONIC
gospel rap,christian hip hop,3,HIP HOP
volksmusik,classic schlager,3,FOLK
late romantic era,classical,3,CLASSICAL
world fusion,healing,1,JAZZ
swedish hard rock,album rock,2,ROCK
riot grrrl,alternative pop,2,ROCK
sheffield indie,alternative rock,1,ROCK
thrash core,crossover thrash,3,METAL
traditional swing,electro swing,1,JAZZ
uk americana,album rock,1,COUNTRY
swedish indie rock,alternative rock,1,ROCK
australian talent show,australian pop,3,POP
funk das antigas,baile pop,2,R&B
scottish singer-songwriter,folk-pop,2,FOLK
ye ye,chanson,3,POP
rock gospel brasileiro,adoracao,2,ROCK
azonto,afro dancehall,2,FOLK
minimal,ambient,1,ELECTRONIC
uk pop punk,anthem emo,2,ROCK
laboratorio,art pop,2,OTHER
spiritual jazz,avant-garde jazz,1,JAZZ
light music,light music,4,CLASSICAL
fidget house,bass house,1,ELECTRONIC
vapor twitch,bass trap,1,ELECTRONIC
tracestep,brostep,2,ELECTRONIC
dutch urban,basshall,2,HIP HOP
oakland indie,bay area indie,2,ROCK
vintage jazz,big band,2,JAZZ
pop romantico,bolero,2,POP
cello,bow pop,1,CLASSICAL
violin,bow pop,2,CLASSICAL
funk ostentacao,brazilian hip hop,2,R&B
post-romantic era,british modern classical,1,ROCK
zapstep,brostep,2,ELECTRONIC
sci-fi metal,brutal death metal,1,METAL
dansktop,bubblegum dance,1,POP
new england americana,chamber pop,1,COUNTRY
stomp and flutter,chamber pop,1,OTHER
wisconsin indie,chamber pop,2,ROCK
sufi,chutney,1,NEW AGE
vintage french electronic,classic soundtrack,1,ELECTRONIC
classical era,classical,2,CLASSICAL
early romantic era,classical,2,CLASSICAL
classical piano,classical piano,3,CLASSICAL
progressive deathcore,deathcore,1,METAL
italo house,diva house,1,ELECTRONIC
uk reggae,dub,2,REGGAE
dutch pop,dutch pop,4,POP
futurepop,ebm,1,POP
livetronica,edm,1,ELECTRONIC
witch house,experimental hip hop,1,ELECTRONIC
go-go,go-go,2,R&B
shamanic,healing,2,NEW AGE
zydeco,louisiana blues,1,FOLK
nwocr,modern hard rock,2,ROCK
rosary,monastic,2,OTHER
melbourne bounce,bass house,1,ELECTRONIC
glitch hop,bass trap,1,ELECTRONIC
christian a cappella,a cappella,2,R&B
uk doom metal,album rock,1,METAL
western mass indie,acoustic pop,1,ROCK
toronto indie,alternative country,1,ROCK
olympia wa indie,alternative dance,1,ROCK
n,alternative metal,1,OTHER
vancouver metal,alternative metal,1,METAL
virginia metal,alternative metal,2,METAL
neue deutsche harte,alternative metal,1,METAL
welsh metal,alternative metal,2,METAL
washington indie,alternative rock,1,ROCK
steampunk,anti-folk,2,ROCK
transpop,art pop,2,POP
early music,baroque,1,CLASSICAL
electra,big room,1,ELECTRONIC
welsh rock,dance rock,2,ROCK
italo dance,bubblegum dance,1,ELECTRONIC
mexican hip hop,chicano rap,2,HIP HOP
new beat,dark wave,1,ELECTRONIC
vegas indie,vegas indie,1,ROCK
trash rock,garage rock,2,ROCK
san diego rap,chicano rap,1,HIP HOP
detroit trap,detroit hip hop,2,HIP HOP
pop nacional,pop nacional,1,POP
italian pop,classic italian pop,2,POP
vintage swedish pop,classic swedish pop,2,POP
deep talent show,deep talent show,13,POP
sierreño,NA,1,OTHER
country hip hop,NA,1,OTHER
memphis rap,NA,1,OTHER
trap,NA,1,OTHER
urbano latino,NA,1,OTHER
