from,to,weight,year
hip house,new romantic,0,2005
hip house,new romantic,0,2006
hip house,new romantic,0,2007
hip house,new romantic,0,2008
hip house,new romantic,0,2009
hip house,new romantic,0,2010
hip house,new romantic,0,2011
hip house,new romantic,0,2012
hip house,new romantic,0,2013
hip house,new romantic,0,2014
hip house,new romantic,0,2015
hip house,new romantic,0,2016
hip house,new romantic,0,2017
hip house,new romantic,0,2018
hip house,new romantic,0,2019
hip house,new romantic,0,2020
hip house,new romantic,0,2021
hip house,new romantic,0,2022
hip house,new romantic,0,2023
hip house,new wave pop,0,2000
hip house,new wave pop,0,2001
hip house,new wave pop,0,2002
hip house,new wave pop,0,2003
hip house,new wave pop,0,2004
hip house,new wave pop,0,2005
hip house,new wave pop,0,2006
hip house,new wave pop,0,2007
hip house,new wave pop,0,2008
hip house,new wave pop,0,2009
hip house,new wave pop,0,2010
hip house,new wave pop,0,2011
hip house,new wave pop,0,2012
hip house,new wave pop,0,2013
hip house,new wave pop,0,2014
hip house,new wave pop,0,2015
hip house,new wave pop,0,2016
hip house,new wave pop,0,2017
hip house,new wave pop,0,2018
hip house,new wave pop,0,2019
hip house,new wave pop,0,2020
hip house,new wave pop,0,2021
hip house,new wave pop,0,2022
hip house,new wave pop,0,2023
hip house,old school hip hop,0,2000
hip house,old school hip hop,0,2001
hip house,old school hip hop,0,2002
hip house,old school hip hop,0,2003
hip house,old school hip hop,0,2004
hip house,old school hip hop,0,2005
hip house,old school hip hop,0,2006
hip house,old school hip hop,0,2007
hip house,old school hip hop,0,2008
hip house,old school hip hop,0,2009
hip house,old school hip hop,0,2010
hip house,old school hip hop,0,2011
hip house,old school hip hop,0,2012
hip house,old school hip hop,0,2013
hip house,old school hip hop,0,2014
hip house,old school hip hop,1,2015
hip house,old school hip hop,0,2016
hip house,old school hip hop,0,2017
hip house,old school hip hop,0,2018
hip house,old school hip hop,0,2019
hip house,old school hip hop,0,2020
hip house,old school hip hop,0,2021
hip house,old school hip hop,0,2022
hip house,old school hip hop,0,2023
hip house,post-disco,0,2000
hip house,post-disco,0,2001
hip house,post-disco,0,2002
hip house,post-disco,0,2003
hip house,post-disco,0,2004
hip house,post-disco,0,2005
hip house,post-disco,0,2006
hip house,post-disco,0,2007
hip house,post-disco,0,2008
hip house,post-disco,0,2009
hip house,post-disco,0,2010
hip house,post-disco,0,2011
hip house,post-disco,0,2012
hip house,post-disco,0,2013
hip house,post-disco,0,2014
hip house,post-disco,0,2015
hip house,post-disco,0,2016
hip house,post-disco,0,2017
hip house,post-disco,0,2018
hip house,post-disco,0,2019
hip house,post-disco,0,2020
hip house,post-disco,0,2021
hip house,post-disco,0,2022
hip house,post-disco,0,2023
hip house,quiet storm,0,2000
hip house,quiet storm,0,2001
hip house,quiet storm,0,2002
hip house,quiet storm,0,2003
hip house,quiet storm,0,2004
hip house,quiet storm,0,2005
hip house,quiet storm,0,2006
hip house,quiet storm,0,2007
hip house,quiet storm,0,2008
hip house,quiet storm,0,2009
hip house,quiet storm,0,2010
hip house,quiet storm,0,2011
hip house,quiet storm,0,2012
hip house,quiet storm,0,2013
hip house,quiet storm,0,2014
hip house,quiet storm,0,2015
hip house,quiet storm,0,2016
hip house,quiet storm,0,2017
hip house,quiet storm,0,2018
hip house,quiet storm,0,2019
hip house,quiet storm,0,2020
hip house,quiet storm,0,2021
hip house,quiet storm,0,2022
hip house,quiet storm,0,2023
hip house,rap,0,2000
hip house,rap,0,2001
hip house,rap,0,2002
hip house,rap,0,2003
hip house,rap,0,2004
hip house,rap,0,2005
hip house,rap,0,2006
hip house,rap,0,2007
hip house,rap,0,2008
hip house,rap,0,2009
hip house,rap,0,2010
hip house,rap,0,2011
hip house,rap,0,2012
hip house,rap,0,2013
hip house,rap,0,2014
hip house,rap,1,2015
hip house,rap,0,2016
hip house,rap,0,2017
hip house,rap,0,2018
hip house,rap,0,2019
hip house,rap,0,2020
hip house,rap,0,2021
hip house,rap,0,2022
hip house,rap,0,2023
hip house,vocal house,0,2000
hip house,vocal house,0,2001
hip house,vocal house,0,2002
hip house,vocal house,0,2003
hip house,vocal house,0,2004
hip house,vocal house,0,2005
hip house,vocal house,0,2006
hip house,vocal house,0,2007
hip house,vocal house,0,2008
hip house,vocal house,0,2009
hip house,vocal house,0,2010
hip house,vocal house,0,2011
hip house,vocal house,0,2012
hip house,vocal house,0,2013
hip house,vocal house,0,2014
hip house,vocal house,0,2015
hip house,vocal house,0,2016
hip house,vocal house,0,2017
hip house,vocal house,0,2018
hip house,vocal house,0,2019
hip house,vocal house,0,2020
hip house,vocal house,0,2021
hip house,vocal house,0,2022
hip house,vocal house,0,2023
hip pop,indie r&b,0,2000
hip pop,indie r&b,0,2001
hip pop,indie r&b,1,2002
hip pop,indie r&b,0,2003
hip pop,indie r&b,0,2004
hip pop,indie r&b,0,2005
hip pop,indie r&b,0,2006
hip pop,indie r&b,0,2007
hip pop,indie r&b,0,2008
hip pop,indie r&b,0,2009
hip pop,indie r&b,0,2010
hip pop,indie r&b,0,2011
hip pop,indie r&b,0,2012
hip pop,indie r&b,0,2013
hip pop,indie r&b,0,2014
hip pop,indie r&b,0,2015
hip pop,indie r&b,0,2016
hip pop,indie r&b,0,2017
hip pop,indie r&b,0,2018
hip pop,indie r&b,0,2019
hip pop,indie r&b,0,2020
hip pop,indie r&b,0,2021
hip pop,indie r&b,0,2022
hip pop,indie r&b,0,2023
hip pop,lgbtq+ hip hop,0,2000
hip pop,lgbtq+ hip hop,0,2001
hip pop,lgbtq+ hip hop,0,2002
hip pop,lgbtq+ hip hop,0,2003
hip pop,lgbtq+ hip hop,0,2004
hip pop,lgbtq+ hip hop,0,2005
hip pop,lgbtq+ hip hop,0,2006
hip pop,lgbtq+ hip hop,0,2007
hip pop,lgbtq+ hip hop,0,2008
hip pop,lgbtq+ hip hop,0,2009
hip pop,lgbtq+ hip hop,0,2010
hip pop,lgbtq+ hip hop,0,2011
hip pop,lgbtq+ hip hop,0,2012
hip pop,lgbtq+ hip hop,0,2013
hip pop,lgbtq+ hip hop,0,2014
hip pop,lgbtq+ hip hop,0,2015
hip pop,lgbtq+ hip hop,0,2016
hip pop,lgbtq+ hip hop,0,2017
hip pop,lgbtq+ hip hop,0,2018
hip pop,lgbtq+ hip hop,0,2019
hip pop,lgbtq+ hip hop,0,2020
hip pop,lgbtq+ hip hop,0,2021
hip pop,lgbtq+ hip hop,0,2022
hip pop,lgbtq+ hip hop,0,2023
hip pop,miami hip hop,0,2000
hip pop,miami hip hop,1,2001
hip pop,miami hip hop,0,2002
hip pop,miami hip hop,0,2003
hip pop,miami hip hop,0,2004
hip pop,miami hip hop,2,2005
hip pop,miami hip hop,0,2006
hip pop,miami hip hop,1,2007
hip pop,miami hip hop,0,2008
hip pop,miami hip hop,0,2009
hip pop,miami hip hop,0,2010
hip pop,miami hip hop,0,2011
hip pop,miami hip hop,0,2012
hip pop,miami hip hop,0,2013
hip pop,miami hip hop,0,2014
hip pop,miami hip hop,0,2015
hip pop,miami hip hop,0,2016
hip pop,miami hip hop,0,2017
hip pop,miami hip hop,0,2018
hip pop,miami hip hop,0,2019
hip pop,miami hip hop,0,2020
hip pop,miami hip hop,0,2021
hip pop,miami hip hop,0,2022
hip pop,miami hip hop,0,2023
hip pop,minneapolis sound,1,2000
hip pop,minneapolis sound,0,2001
hip pop,minneapolis sound,0,2002
hip pop,minneapolis sound,0,2003
hip pop,minneapolis sound,0,2004
hip pop,minneapolis sound,0,2005
hip pop,minneapolis sound,0,2006
hip pop,minneapolis sound,0,2007
hip pop,minneapolis sound,0,2008
hip pop,minneapolis sound,0,2009
hip pop,minneapolis sound,0,2010
hip pop,minneapolis sound,0,2011
hip pop,minneapolis sound,0,2012
hip pop,minneapolis sound,0,2013
hip pop,minneapolis sound,0,2014
hip pop,minneapolis sound,0,2015
hip pop,minneapolis sound,0,2016
hip pop,minneapolis sound,0,2017
hip pop,minneapolis sound,0,2018
hip pop,minneapolis sound,0,2019
hip pop,minneapolis sound,0,2020
hip pop,minneapolis sound,0,2021
hip pop,minneapolis sound,0,2022
hip pop,minneapolis sound,0,2023
hip pop,neo soul,13,2000
hip pop,neo soul,13,2001
hip pop,neo soul,10,2002
hip pop,neo soul,9,2003
hip pop,neo soul,10,2004
hip pop,neo soul,4,2005
hip pop,neo soul,5,2006
hip pop,neo soul,5,2007
hip pop,neo soul,4,2008
hip pop,neo soul,3,2009
hip pop,neo soul,1,2010
hip pop,neo soul,1,2011
hip pop,neo soul,0,2012
hip pop,neo soul,2,2013
hip pop,neo soul,1,2014
hip pop,neo soul,0,2015
hip pop,neo soul,0,2016
hip pop,neo soul,0,2017
hip pop,neo soul,0,2018
hip pop,neo soul,0,2019
hip pop,neo soul,0,2020
hip pop,neo soul,0,2021
hip pop,neo soul,0,2022
hip pop,neo soul,0,2023
hip pop,new jack swing,12,2000
hip pop,new jack swing,9,2001
hip pop,new jack swing,5,2002
hip pop,new jack swing,7,2003
hip pop,new jack swing,7,2004
hip pop,new jack swing,1,2005
hip pop,new jack swing,2,2006
hip pop,new jack swing,0,2007
hip pop,new jack swing,0,2008
hip pop,new jack swing,1,2009
hip pop,new jack swing,0,2010
hip pop,new jack swing,0,2011
hip pop,new jack swing,0,2012
hip pop,new jack swing,0,2013
hip pop,new jack swing,0,2014
hip pop,new jack swing,0,2015
hip pop,new jack swing,0,2016
hip pop,new jack swing,0,2017
hip pop,new jack swing,0,2018
hip pop,new jack swing,0,2019
hip pop,new jack swing,0,2020
hip pop,new jack swing,0,2021
hip pop,new jack swing,0,2022
hip pop,new jack swing,0,2023
hip pop,new jersey rap,0,2000
hip pop,new jersey rap,0,2001
hip pop,new jersey rap,0,2002
hip pop,new jersey rap,0,2003
hip pop,new jersey rap,0,2004
hip pop,new jersey rap,0,2005
hip pop,new jersey rap,0,2006
hip pop,new jersey rap,0,2007
hip pop,new jersey rap,0,2008
hip pop,new jersey rap,0,2009
hip pop,new jersey rap,0,2010
hip pop,new jersey rap,0,2011
hip pop,new jersey rap,0,2012
hip pop,new jersey rap,0,2013
hip pop,new jersey rap,0,2014
hip pop,new jersey rap,0,2015
hip pop,new jersey rap,0,2016
hip pop,new jersey rap,0,2017
hip pop,new jersey rap,0,2018
hip pop,new jersey rap,0,2019
hip pop,new jersey rap,0,2020
hip pop,new jersey rap,0,2021
hip pop,new jersey rap,0,2022
hip pop,new jersey rap,0,2023
hip pop,old school hip hop,0,2000
hip pop,old school hip hop,0,2001
hip pop,old school hip hop,1,2002
hip pop,old school hip hop,1,2003
hip pop,old school hip hop,1,2004
hip pop,old school hip hop,0,2005
hip pop,old school hip hop,0,2006
hip pop,old school hip hop,0,2007
hip pop,old school hip hop,0,2008
hip pop,old school hip hop,0,2009
hip pop,old school hip hop,0,2010
hip pop,old school hip hop,0,2011
hip pop,old school hip hop,0,2012
hip pop,old school hip hop,0,2013
hip pop,old school hip hop,0,2014
hip pop,old school hip hop,0,2015
hip pop,old school hip hop,0,2016
hip pop,old school hip hop,0,2017
hip pop,old school hip hop,0,2018
hip pop,old school hip hop,0,2019
hip pop,old school hip hop,0,2020
hip pop,old school hip hop,0,2021
hip pop,old school hip hop,0,2022
hip pop,old school hip hop,0,2023
hip pop,philly rap,1,2000
hip pop,philly rap,1,2001
hip pop,philly rap,1,2002
hip pop,philly rap,0,2003
hip pop,philly rap,1,2004
hip pop,philly rap,1,2005
hip pop,philly rap,0,2006
hip pop,philly rap,0,2007
hip pop,philly rap,0,2008
hip pop,philly rap,0,2009
hip pop,philly rap,0,2010
hip pop,philly rap,0,2011
hip pop,philly rap,0,2012
hip pop,philly rap,0,2013
hip pop,philly rap,0,2014
hip pop,philly rap,0,2015
hip pop,philly rap,0,2016
hip pop,philly rap,0,2017
hip pop,philly rap,0,2018
hip pop,philly rap,0,2019
hip pop,philly rap,0,2020
hip pop,philly rap,0,2021
hip pop,philly rap,0,2022
hip pop,philly rap,0,2023
hip pop,pop,6,2000
hip pop,pop,12,2001
hip pop,pop,13,2002
hip pop,pop,10,2003
hip pop,pop,8,2004
hip pop,pop,15,2005
hip pop,pop,8,2006
hip pop,pop,15,2007
hip pop,pop,6,2008
hip pop,pop,5,2009
hip pop,pop,5,2010
hip pop,pop,4,2011
hip pop,pop,1,2012
hip pop,pop,4,2013
hip pop,pop,4,2014
hip pop,pop,3,2015
hip pop,pop,2,2016
hip pop,pop,1,2017
hip pop,pop,1,2018
hip pop,pop,1,2019
hip pop,pop,1,2020
hip pop,pop,0,2021
hip pop,pop,1,2022
hip pop,pop,2,2023
hip pop,pop rap,6,2000
hip pop,pop rap,10,2001
hip pop,pop rap,12,2002
hip pop,pop rap,17,2003
hip pop,pop rap,16,2004
hip pop,pop rap,21,2005
hip pop,pop rap,12,2006
hip pop,pop rap,18,2007
hip pop,pop rap,6,2008
hip pop,pop rap,5,2009
hip pop,pop rap,4,2010
hip pop,pop rap,4,2011
hip pop,pop rap,1,2012
hip pop,pop rap,2,2013
hip pop,pop rap,2,2014
hip pop,pop rap,2,2015
hip pop,pop rap,2,2016
hip pop,pop rap,1,2017
hip pop,pop rap,1,2018
hip pop,pop rap,1,2019
hip pop,pop rap,0,2020
hip pop,pop rap,0,2021
hip pop,pop rap,1,2022
hip pop,pop rap,1,2023
hip pop,post-teen pop,0,2000
hip pop,post-teen pop,1,2001
hip pop,post-teen pop,1,2002
hip pop,post-teen pop,0,2003
hip pop,post-teen pop,2,2004
hip pop,post-teen pop,3,2005
hip pop,post-teen pop,4,2006
hip pop,post-teen pop,3,2007
hip pop,post-teen pop,2,2008
hip pop,post-teen pop,1,2009
hip pop,post-teen pop,1,2010
hip pop,post-teen pop,3,2011
hip pop,post-teen pop,1,2012
hip pop,post-teen pop,2,2013
hip pop,post-teen pop,3,2014
hip pop,post-teen pop,2,2015
hip pop,post-teen pop,2,2016
hip pop,post-teen pop,1,2017
hip pop,post-teen pop,1,2018
hip pop,post-teen pop,1,2019
hip pop,post-teen pop,1,2020
hip pop,post-teen pop,0,2021
hip pop,post-teen pop,1,2022
hip pop,post-teen pop,2,2023
hip pop,quiet storm,7,2000
hip pop,quiet storm,5,2001
hip pop,quiet storm,2,2002
hip pop,quiet storm,5,2003
hip pop,quiet storm,4,2004
hip pop,quiet storm,1,2005
hip pop,quiet storm,1,2006
hip pop,quiet storm,0,2007
hip pop,quiet storm,0,2008
hip pop,quiet storm,1,2009
hip pop,quiet storm,0,2010
hip pop,quiet storm,0,2011
hip pop,quiet storm,0,2012
hip pop,quiet storm,0,2013
hip pop,quiet storm,0,2014
hip pop,quiet storm,0,2015
hip pop,quiet storm,0,2016
hip pop,quiet storm,0,2017
hip pop,quiet storm,0,2018
hip pop,quiet storm,0,2019
hip pop,quiet storm,0,2020
hip pop,quiet storm,0,2021
hip pop,quiet storm,0,2022
hip pop,quiet storm,0,2023
hip pop,r&b,21,2000
hip pop,r&b,22,2001
hip pop,r&b,17,2002
hip pop,r&b,16,2003
hip pop,r&b,18,2004
hip pop,r&b,18,2005
hip pop,r&b,12,2006
hip pop,r&b,15,2007
hip pop,r&b,7,2008
hip pop,r&b,7,2009
hip pop,r&b,2,2010
hip pop,r&b,2,2011
hip pop,r&b,0,2012
hip pop,r&b,3,2013
hip pop,r&b,1,2014
hip pop,r&b,1,2015
hip pop,r&b,1,2016
hip pop,r&b,0,2017
hip pop,r&b,0,2018
hip pop,r&b,0,2019
hip pop,r&b,0,2020
hip pop,r&b,0,2021
hip pop,r&b,0,2022
hip pop,r&b,0,2023
hip pop,rap,1,2000
hip pop,rap,8,2001
hip pop,rap,9,2002
hip pop,rap,11,2003
hip pop,rap,9,2004
hip pop,rap,15,2005
hip pop,rap,7,2006
hip pop,rap,13,2007
hip pop,rap,3,2008
hip pop,rap,3,2009
hip pop,rap,4,2010
hip pop,rap,2,2011
hip pop,rap,1,2012
hip pop,rap,1,2013
hip pop,rap,1,2014
hip pop,rap,2,2015
hip pop,rap,2,2016
hip pop,rap,1,2017
hip pop,rap,1,2018
hip pop,rap,1,2019
hip pop,rap,0,2020
hip pop,rap,0,2021
hip pop,rap,1,2022
hip pop,rap,1,2023
hip pop,soul,1,2000
hip pop,soul,0,2001
hip pop,soul,0,2002
hip pop,soul,1,2003
hip pop,soul,1,2004
hip pop,soul,0,2005
hip pop,soul,0,2006
hip pop,soul,0,2007
hip pop,soul,0,2008
hip pop,soul,1,2009
hip pop,soul,0,2010
hip pop,soul,0,2011
hip pop,soul,0,2012
hip pop,soul,0,2013
hip pop,soul,0,2014
hip pop,soul,0,2015
hip pop,soul,0,2016
hip pop,soul,0,2017
hip pop,soul,0,2018
hip pop,soul,0,2019
hip pop,soul,0,2020
hip pop,soul,0,2021
hip pop,soul,0,2022
hip pop,soul,0,2023
hip pop,southern hip hop,6,2000
hip pop,southern hip hop,8,2001
hip pop,southern hip hop,7,2002
hip pop,southern hip hop,12,2003
hip pop,southern hip hop,13,2004
hip pop,southern hip hop,13,2005
hip pop,southern hip hop,9,2006
hip pop,southern hip hop,9,2007
hip pop,southern hip hop,2,2008
hip pop,southern hip hop,2,2009
hip pop,southern hip hop,1,2010
hip pop,southern hip hop,0,2011
hip pop,southern hip hop,0,2012
hip pop,southern hip hop,0,2013
hip pop,southern hip hop,0,2014
hip pop,southern hip hop,1,2015
hip pop,southern hip hop,0,2016
hip pop,southern hip hop,0,2017
hip pop,southern hip hop,0,2018
hip pop,southern hip hop,0,2019
hip pop,southern hip hop,0,2020
hip pop,southern hip hop,0,2021
hip pop,southern hip hop,0,2022
hip pop,southern hip hop,0,2023
hip pop,trap music,0,2000
hip pop,trap music,2,2001
hip pop,trap music,1,2002
hip pop,trap music,5,2003
hip pop,trap music,6,2004
hip pop,trap music,4,2005
hip pop,trap music,3,2006
hip pop,trap music,7,2007
hip pop,trap music,1,2008
hip pop,trap music,2,2009
hip pop,trap music,2,2010
hip pop,trap music,0,2011
hip pop,trap music,0,2012
hip pop,trap music,0,2013
hip pop,trap music,0,2014
hip pop,trap music,0,2015
hip pop,trap music,1,2016
hip pop,trap music,0,2017
hip pop,trap music,0,2018
hip pop,trap music,0,2019
hip pop,trap music,0,2020
hip pop,trap music,0,2021
hip pop,trap music,0,2022
hip pop,trap music,0,2023
hip pop,trap queen,0,2000
hip pop,trap queen,1,2001
hip pop,trap queen,0,2002
hip pop,trap queen,1,2003
hip pop,trap queen,1,2004
hip pop,trap queen,1,2005
hip pop,trap queen,0,2006
hip pop,trap queen,1,2007
hip pop,trap queen,0,2008
hip pop,trap queen,0,2009
hip pop,trap queen,0,2010
hip pop,trap queen,0,2011
hip pop,trap queen,0,2012
hip pop,trap queen,0,2013
hip pop,trap queen,0,2014
hip pop,trap queen,0,2015
hip pop,trap queen,1,2016
hip pop,trap queen,0,2017
hip pop,trap queen,0,2018
hip pop,trap queen,0,2019
hip pop,trap queen,0,2020
hip pop,trap queen,0,2021
hip pop,trap queen,0,2022
hip pop,trap queen,0,2023
hip pop,uk pop,0,2000
hip pop,uk pop,0,2001
hip pop,uk pop,0,2002
hip pop,uk pop,0,2003
hip pop,uk pop,1,2004
hip pop,uk pop,1,2005
hip pop,uk pop,1,2006
hip pop,uk pop,0,2007
hip pop,uk pop,0,2008
hip pop,uk pop,0,2009
hip pop,uk pop,0,2010
hip pop,uk pop,0,2011
hip pop,uk pop,0,2012
hip pop,uk pop,0,2013
hip pop,uk pop,1,2014
hip pop,uk pop,1,2015
hip pop,uk pop,1,2016
hip pop,uk pop,0,2017
hip pop,uk pop,0,2018
hip pop,uk pop,0,2019
hip pop,uk pop,0,2020
hip pop,uk pop,0,2021
hip pop,uk pop,0,2022
hip pop,uk pop,1,2023
hip pop,urban contemporary,21,2000
hip pop,urban contemporary,24,2001
hip pop,urban contemporary,19,2002
hip pop,urban contemporary,21,2003
hip pop,urban contemporary,20,2004
hip pop,urban contemporary,19,2005
hip pop,urban contemporary,14,2006
hip pop,urban contemporary,17,2007
hip pop,urban contemporary,9,2008
hip pop,urban contemporary,8,2009
hip pop,urban contemporary,4,2010
hip pop,urban contemporary,2,2011
hip pop,urban contemporary,0,2012
hip pop,urban contemporary,3,2013
hip pop,urban contemporary,1,2014
hip pop,urban contemporary,1,2015
hip pop,urban contemporary,0,2016
hip pop,urban contemporary,0,2017
hip pop,urban contemporary,0,2018
hip pop,urban contemporary,0,2019
hip pop,urban contemporary,0,2020
hip pop,urban contemporary,0,2021
hip pop,urban contemporary,0,2022
hip pop,urban contemporary,0,2023
hollywood,mellow gold,0,2000
hollywood,mellow gold,0,2001
hollywood,mellow gold,0,2002
hollywood,mellow gold,0,2003
hollywood,mellow gold,0,2004
hollywood,mellow gold,0,2005
hollywood,mellow gold,0,2006
hollywood,mellow gold,0,2007
hollywood,mellow gold,0,2008
hollywood,mellow gold,0,2009
hollywood,mellow gold,0,2010
hollywood,mellow gold,0,2011
hollywood,mellow gold,0,2012
hollywood,mellow gold,0,2013
hollywood,mellow gold,0,2014
hollywood,mellow gold,0,2015
hollywood,mellow gold,0,2016
hollywood,mellow gold,0,2017
hollywood,mellow gold,0,2018
hollywood,mellow gold,0,2019
hollywood,mellow gold,0,2020
hollywood,mellow gold,0,2021
hollywood,mellow gold,0,2022
hollywood,mellow gold,0,2023
hollywood,movie tunes,0,2000
hollywood,movie tunes,0,2001
hollywood,movie tunes,0,2002
hollywood,movie tunes,0,2003
hollywood,movie tunes,0,2004
hollywood,movie tunes,0,2005
hollywood,movie tunes,0,2006
hollywood,movie tunes,0,2007
hollywood,movie tunes,0,2008
hollywood,movie tunes,0,2009
hollywood,movie tunes,0,2010
hollywood,movie tunes,0,2011
hollywood,movie tunes,0,2012
hollywood,movie tunes,0,2013
hollywood,movie tunes,0,2014
hollywood,movie tunes,0,2015
hollywood,movie tunes,0,2016
hollywood,movie tunes,0,2017
hollywood,movie tunes,0,2018
hollywood,movie tunes,0,2019
hollywood,movie tunes,0,2020
hollywood,movie tunes,0,2021
hollywood,movie tunes,0,2022
hollywood,movie tunes,0,2023
hollywood,new wave pop,0,2000
hollywood,new wave pop,0,2001
hollywood,new wave pop,0,2002
hollywood,new wave pop,0,2003
hollywood,new wave pop,0,2004
hollywood,new wave pop,0,2005
hollywood,new wave pop,0,2006
hollywood,new wave pop,0,2007
hollywood,new wave pop,0,2008
hollywood,new wave pop,0,2009
hollywood,new wave pop,0,2010
hollywood,new wave pop,0,2011
hollywood,new wave pop,0,2012
hollywood,new wave pop,0,2013
hollywood,new wave pop,0,2014
hollywood,new wave pop,0,2015
hollywood,new wave pop,0,2016
hollywood,new wave pop,0,2017
hollywood,new wave pop,0,2018
hollywood,new wave pop,0,2019
hollywood,new wave pop,0,2020
hollywood,new wave pop,0,2021
hollywood,new wave pop,0,2022
hollywood,new wave pop,0,2023
hollywood,pop,0,2000
hollywood,pop,0,2001
hollywood,pop,0,2002
hollywood,pop,0,2003
hollywood,pop,0,2004
hollywood,pop,0,2005
hollywood,pop,0,2006
hollywood,pop,0,2007
hollywood,pop,0,2008
hollywood,pop,0,2009
hollywood,pop,0,2010
hollywood,pop,0,2011
hollywood,pop,0,2012
hollywood,pop,0,2013
hollywood,pop,0,2014
hollywood,pop,0,2015
hollywood,pop,0,2016
hollywood,pop,0,2017
hollywood,pop,0,2018
hollywood,pop,0,2019
hollywood,pop,0,2020
hollywood,pop,0,2021
hollywood,pop,0,2022
hollywood,pop,0,2023
hollywood,post-teen pop,0,2000
hollywood,post-teen pop,1,2001
hollywood,post-teen pop,0,2002
hollywood,post-teen pop,0,2003
hollywood,post-teen pop,0,2004
hollywood,post-teen pop,0,2005
hollywood,post-teen pop,0,2006
hollywood,post-teen pop,0,2007
hollywood,post-teen pop,0,2008
hollywood,post-teen pop,0,2009
hollywood,post-teen pop,0,2010
hollywood,post-teen pop,0,2011
hollywood,post-teen pop,0,2012
hollywood,post-teen pop,0,2013
hollywood,post-teen pop,0,2014
hollywood,post-teen pop,0,2015
hollywood,post-teen pop,0,2016
hollywood,post-teen pop,0,2017
hollywood,post-teen pop,0,2018
hollywood,post-teen pop,0,2019
hollywood,post-teen pop,0,2020
hollywood,post-teen pop,0,2021
hollywood,post-teen pop,0,2022
hollywood,post-teen pop,0,2023
hollywood,scorecore,0,2000
hollywood,scorecore,0,2001
hollywood,scorecore,0,2002
hollywood,scorecore,0,2003
hollywood,scorecore,0,2004
hollywood,scorecore,0,2005
hollywood,scorecore,0,2006
hollywood,scorecore,0,2007
hollywood,scorecore,0,2008
hollywood,scorecore,0,2009
hollywood,scorecore,0,2010
hollywood,scorecore,0,2011
hollywood,scorecore,0,2012
hollywood,scorecore,0,2013
hollywood,scorecore,0,2014
hollywood,scorecore,0,2015
hollywood,scorecore,0,2016
hollywood,scorecore,0,2017
hollywood,scorecore,0,2018
hollywood,scorecore,0,2019
hollywood,scorecore,0,2020
hollywood,scorecore,0,2021
hollywood,scorecore,0,2022
hollywood,scorecore,0,2023
hollywood,show tunes,0,2000
hollywood,show tunes,0,2001
hollywood,show tunes,0,2002
hollywood,show tunes,0,2003
hollywood,show tunes,0,2004
hollywood,show tunes,0,2005
hollywood,show tunes,0,2006
hollywood,show tunes,0,2007
hollywood,show tunes,0,2008
hollywood,show tunes,0,2009
hollywood,show tunes,0,2010
hollywood,show tunes,0,2011
hollywood,show tunes,0,2012
hollywood,show tunes,0,2013
hollywood,show tunes,1,2014
hollywood,show tunes,0,2015
hollywood,show tunes,0,2016
hollywood,show tunes,0,2017
hollywood,show tunes,0,2018
hollywood,show tunes,0,2019
hollywood,show tunes,0,2020
hollywood,show tunes,0,2021
hollywood,show tunes,0,2022
hollywood,show tunes,0,2023
hollywood,soft rock,0,2000
hollywood,soft rock,0,2001
hollywood,soft rock,0,2002
hollywood,soft rock,0,2003
hollywood,soft rock,0,2004
hollywood,soft rock,0,2005
hollywood,soft rock,0,2006
hollywood,soft rock,0,2007
hollywood,soft rock,0,2008
hollywood,soft rock,0,2009
hollywood,soft rock,0,2010
hollywood,soft rock,0,2011
hollywood,soft rock,0,2012
hollywood,soft rock,0,2013
hollywood,soft rock,0,2014
hollywood,soft rock,0,2015
hollywood,soft rock,0,2016
hollywood,soft rock,0,2017
hollywood,soft rock,0,2018
hollywood,soft rock,0,2019
hollywood,soft rock,0,2020
hollywood,soft rock,0,2021
hollywood,soft rock,0,2022
hollywood,soft rock,0,2023
hollywood,soundtrack,0,2000
hollywood,soundtrack,0,2001
hollywood,soundtrack,0,2002
hollywood,soundtrack,0,2003
hollywood,soundtrack,0,2004
hollywood,soundtrack,0,2005
hollywood,soundtrack,0,2006
hollywood,soundtrack,0,2007
hollywood,soundtrack,0,2008
hollywood,soundtrack,0,2009
hollywood,soundtrack,0,2010
hollywood,soundtrack,0,2011
hollywood,soundtrack,0,2012
hollywood,soundtrack,0,2013
hollywood,soundtrack,0,2014
hollywood,soundtrack,0,2015
hollywood,soundtrack,0,2016
hollywood,soundtrack,0,2017
hollywood,soundtrack,0,2018
hollywood,soundtrack,0,2019
hollywood,soundtrack,0,2020
hollywood,soundtrack,0,2021
hollywood,soundtrack,0,2022
hollywood,soundtrack,0,2023
hollywood,uk pop,0,2000
hollywood,uk pop,1,2001
hollywood,uk pop,0,2002
hollywood,uk pop,0,2003
hollywood,uk pop,0,2004
hollywood,uk pop,0,2005
hollywood,uk pop,0,2006
hollywood,uk pop,0,2007
hollywood,uk pop,0,2008
hollywood,uk pop,0,2009
hollywood,uk pop,0,2010
hollywood,uk pop,0,2011
hollywood,uk pop,0,2012
hollywood,uk pop,0,2013
hollywood,uk pop,0,2014
hollywood,uk pop,0,2015
hollywood,uk pop,0,2016
hollywood,uk pop,0,2017
hollywood,uk pop,0,2018
hollywood,uk pop,0,2019
hollywood,uk pop,0,2020
hollywood,uk pop,0,2021
hollywood,uk pop,0,2022
